pitcairn         | bpe  1| am  1|  64x1  | {X0, X1, X2, X3, X4, X5}
navi33           | bpe  1| sw 30| 512x512| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X6^Y4, X4^Y6, X5^Y5, X5, Y6, X6, Y7, X7, Y8, X8}
navi33           | bpe  1| sw 31| 512x512| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X7^Y4^Y7, X4^Y4, X6^Y5, X6, Y6, X7, Y7, X8, Y8, X5^Y6}
navi33           | bpe  2| sw  0| 128x1  | {0, X0, X1, X2, X3, X4, X5, X6}
navi33           | bpe  2| sw  2|  16x8  | {0, X0, Y0, X1, Y1, X2, Y2, X3}
navi33           | bpe  2| sw  6|  64x32 | {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5}
navi33           | bpe  2| sw 10| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5, X6, Y6, X7}
navi33           | bpe  2| sw 18| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y3, X4^Y5, X5^Y4, X5, Y5, X6, Y6, X7}
navi33           | bpe  2| sw 22|  64x32 | {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, X5^Y4, X5}
navi33           | bpe  2| sw 24| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X7^Y4, X4^Y4, X6^Y5, Y3, X6, X7, Y6, X5^Y6}
navi33           | bpe  2| sw 26| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y3, X4^Y5, X5^Y4, X5, Y5, X6, Y6, X7}
navi33           | bpe  2| sw 27| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X7^Y4, X4^Y4, X6^Y5, Y3, X6, X7, Y6, X5^Y6}
navi33           | bpe  2| sw 28| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, X7^Y4^Y7, X4^Y4, X6^Y5, Y3, X6, X7, Y6, X8, Y7, X5^Y6}
navi33           | bpe  2| sw 30| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y3, X4^Y5, X5^Y4, X5, Y5, X6, Y6, X7, Y7, X8}
navi33           | bpe  2| sw 31| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, X7^Y4^Y7, X4^Y4, X6^Y5, Y3, X6, X7, Y6, X8, Y7, X5^Y6}
navi33           | bpe  4| sw  0|  64x1  | {0, 0, X0, X1, X2, X3, X4, X5}
navi33           | bpe  4| sw  2|   8x8  | {0, 0, X0, Y0, X1, Y1, X2, Y2}
navi33           | bpe  4| sw  6|  32x32 | {0, 0, X0, Y0, X1, Y1, X2, Y2, Y3, X3, Y4, X4}
navi33           | bpe  4| sw 10| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, Y3, X3, Y4, X4, Y5, X5, Y6, X6}
navi33           | bpe  4| sw 18| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X5^Y3, X3^Y5, X4^Y4, X4, Y5, X5, Y6, X6}
navi33           | bpe  4| sw 22|  32x32 | {0, 0, X0, Y0, X1, Y1, X2, Y2, Y3, X3, X4^Y4, X4}
navi33           | bpe  4| sw 24| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, Y4, X4^Y4, X6^Y5, X3, Y3, X6, Y6, X5^Y6}
navi33           | bpe  4| sw 26| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X5^Y3, X3^Y5, X4^Y4, X4, Y5, X5, Y6, X6}
navi33           | bpe  4| sw 27| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, Y4, X4^Y4, X6^Y5, X3, Y3, X6, Y6, X5^Y6}
navi33           | bpe  4| sw 28| 256x256| {0, 0, X0, Y0, X1, Y1, X2, Y2, X7^Y4^Y7, X4^Y4, X6^Y5, X3, Y3, X6, Y6, X7, Y7, X5^Y6}
navi33           | bpe  4| sw 30| 256x256| {0, 0, X0, Y0, X1, Y1, X2, Y2, X5^Y3, X3^Y5, X4^Y4, X4, Y5, X5, Y6, X6, Y7, X7}
navi33           | bpe  4| sw 31| 256x256| {0, 0, X0, Y0, X1, Y1, X2, Y2, X7^Y4^Y7, X4^Y4, X6^Y5, X3, Y3, X6, Y6, X7, Y7, X5^Y6}
navi33           | bpe  8| sw  0|  32x1  | {0, 0, 0, X0, X1, X2, X3, X4}
navi33           | bpe  8| sw  2|   8x4  | {0, 0, 0, X0, Y0, X1, X2, Y1}
navi33           | bpe  8| sw  6|  32x16 | {0, 0, 0, X0, Y0, X1, X2, Y1, Y2, X3, Y3, X4}
navi33           | bpe  8| sw 10| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, Y2, X3, Y3, X4, Y4, X5, Y5, X6}
navi33           | bpe  8| sw 18| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X5^Y2, X3^Y4, X4^Y3, X4, Y4, X5, Y5, X6}
navi33           | bpe  8| sw 22|  32x16 | {0, 0, 0, X0, Y0, X1, X2, Y1, Y2, X3, X4^Y3, X4}
navi33           | bpe  8| sw 24| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, Y4, X4^Y4, X6^Y5, Y2, X3, Y3, X6, X5}
navi33           | bpe  8| sw 26| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X5^Y2, X3^Y4, X4^Y3, X4, Y4, X5, Y5, X6}
navi33           | bpe  8| sw 27| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, Y4, X4^Y4, X6^Y5, Y2, X3, Y3, X6, X5}
navi33           | bpe  8| sw 28| 256x128| {0, 0, 0, X0, Y0, X1, X2, Y1, X7^Y4, X4^Y4, X6^Y5, Y2, X3, Y3, X6, X7, Y6, X5^Y6}
navi33           | bpe  8| sw 30| 256x128| {0, 0, 0, X0, Y0, X1, X2, Y1, X5^Y2, X3^Y4, X4^Y3, X4, Y4, X5, Y5, X6, Y6, X7}
navi33           | bpe  8| sw 31| 256x128| {0, 0, 0, X0, Y0, X1, X2, Y1, X7^Y4, X4^Y4, X6^Y5, Y2, X3, Y3, X6, X7, Y6, X5^Y6}
navi33           | bpe 16| sw  0|  16x1  | {0, 0, 0, 0, X0, X1, X2, X3}
navi33           | bpe 16| sw  2|   4x4  | {0, 0, 0, 0, X0, Y0, X1, Y1}
navi33           | bpe 16| sw  6|  16x16 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y2, X2, Y3, X3}
navi33           | bpe 16| sw 10|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y2, X2, Y3, X3, Y4, X4, Y5, X5}
navi33           | bpe 16| sw 18|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, X4^Y2, X2^Y4, X3^Y3, X3, Y4, X4, Y5, X5}
navi33           | bpe 16| sw 22|  16x16 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y2, X2, X3^Y3, X3}
navi33           | bpe 16| sw 26|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, X4^Y2, X2^Y4, X3^Y3, X3, Y4, X4, Y5, X5}
navi33           | bpe 16| sw 27|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y4, X4^Y4, Y5, X2, Y2, Y3, X3, X5}
navi33           | bpe 16| sw 30| 128x128| {0, 0, 0, 0, X0, Y0, X1, Y1, X4^Y2, X2^Y4, X3^Y3, X3, Y4, X4, Y5, X5, Y6, X6}
navi33           | bpe 16| sw 31| 128x128| {0, 0, 0, 0, X0, Y0, X1, Y1, Y4, X4^Y4, X6^Y5, X2, Y2, Y3, X3, X6, Y6, X5^Y6}
phoenix          | bpe  1| sw  0| 256x1  | {X0, X1, X2, X3, X4, X5, X6, X7}
phoenix          | bpe  1| sw  2|  16x16 | {X0, X1, Y0, X2, Y1, Y2, X3, Y3}
phoenix          | bpe  1| sw  6|  64x64 | {X0, X1, Y0, X2, Y1, Y2, X3, Y3, Y4, X4, Y5, X5}
phoenix          | bpe  1| sw 10| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, Y4, X4, Y5, X5, Y6, X6, Y7, X7}
phoenix          | bpe  1| sw 18| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X5^Y4, X4^Y5, Y5, X5, Y6, X6, Y7, X7}
phoenix          | bpe  1| sw 22|  64x64 | {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X5^Y4, X4^Y5, Y5, X5}
phoenix          | bpe  1| sw 24| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X6^Y4^Y6, X4^Y4, X5, X6, Y6, X7, Y7, X5^Y5}
phoenix          | bpe  1| sw 26| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X5^Y4, X4^Y5, Y5, X5, Y6, X6, Y7, X7}
phoenix          | bpe  1| sw 27| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X6^Y4^Y6, X4^Y4, X5, X6, Y6, X7, Y7, X5^Y5}
phoenix          | bpe  1| sw 28| 512x512| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X6^Y4^Y6, X4^Y4, X5, X6, Y6, X7, Y7, X8^Y8, Y8, X5^Y5}
phoenix          | bpe  1| sw 30| 512x512| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X5^Y4, X4^Y5, Y5, X5, Y6, X6, Y7, X7, Y8, X8}
phoenix          | bpe  1| sw 31| 512x512| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X6^Y4^Y6, X4^Y4, X5, X6, Y6, X7, Y7, X8^Y8, Y8, X5^Y5}
phoenix          | bpe  2| sw  0| 128x1  | {0, X0, X1, X2, X3, X4, X5, X6}
phoenix          | bpe  2| sw  2|  16x8  | {0, X0, Y0, X1, Y1, X2, Y2, X3}
phoenix          | bpe  2| sw  6|  64x32 | {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5}
phoenix          | bpe  2| sw 10| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5, X6, Y6, X7}
phoenix          | bpe  2| sw 18| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X5^Y3, X4^Y4, Y4, X5, Y5, X6, Y6, X7}
phoenix          | bpe  2| sw 22|  64x32 | {0, X0, Y0, X1, Y1, X2, Y2, X3, X5^Y3, X4^Y4, Y4, X5}
phoenix          | bpe  2| sw 24| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y4^Y6, X4^Y4, Y3, X5, X6, Y6, X7, X5^Y5}
phoenix          | bpe  2| sw 26| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X5^Y3, X4^Y4, Y4, X5, Y5, X6, Y6, X7}
phoenix          | bpe  2| sw 27| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y4^Y6, X4^Y4, Y3, X5, X6, Y6, X7, X5^Y5}
phoenix          | bpe  2| sw 28| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y4^Y6, X4^Y4, Y3, X5, X6, Y6, X7, X8^Y7, X8, X5^Y5}
phoenix          | bpe  2| sw 30| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, X5^Y3, X4^Y4, Y4, X5, Y5, X6, Y6, X7, Y7, X8}
phoenix          | bpe  2| sw 31| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y4^Y6, X4^Y4, Y3, X5, X6, Y6, X7, X8^Y7, X8, X5^Y5}
phoenix          | bpe  4| sw  0|  64x1  | {0, 0, X0, X1, X2, X3, X4, X5}
phoenix          | bpe  4| sw  2|   8x8  | {0, 0, X0, Y0, X1, Y1, X2, Y2}
phoenix          | bpe  4| sw  6|  32x32 | {0, 0, X0, Y0, X1, Y1, X2, Y2, Y3, X3, Y4, X4}
phoenix          | bpe  4| sw 10| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, Y3, X3, Y4, X4, Y5, X5, Y6, X6}
phoenix          | bpe  4| sw 18| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X4^Y3, X3^Y4, Y4, X4, Y5, X5, Y6, X6}
phoenix          | bpe  4| sw 22|  32x32 | {0, 0, X0, Y0, X1, Y1, X2, Y2, X4^Y3, X3^Y4, Y4, X4}
phoenix          | bpe  4| sw 24| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X6^Y4^Y6, X4^Y4, X3, Y3, X5, X6, Y6, X5^Y5}
phoenix          | bpe  4| sw 26| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X4^Y3, X3^Y4, Y4, X4, Y5, X5, Y6, X6}
phoenix          | bpe  4| sw 27| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X6^Y4^Y6, X4^Y4, X3, Y3, X5, X6, Y6, X5^Y5}
phoenix          | bpe  4| sw 28| 256x256| {0, 0, X0, Y0, X1, Y1, X2, Y2, X6^Y4^Y6, X4^Y4, X3, Y3, X5, X6, Y6, X7^Y7, Y7, X5^Y5}
phoenix          | bpe  4| sw 30| 256x256| {0, 0, X0, Y0, X1, Y1, X2, Y2, X4^Y3, X3^Y4, Y4, X4, Y5, X5, Y6, X6, Y7, X7}
phoenix          | bpe  4| sw 31| 256x256| {0, 0, X0, Y0, X1, Y1, X2, Y2, X6^Y4^Y6, X4^Y4, X3, Y3, X5, X6, Y6, X7^Y7, Y7, X5^Y5}
phoenix          | bpe  8| sw  0|  32x1  | {0, 0, 0, X0, X1, X2, X3, X4}
phoenix          | bpe  8| sw  2|   8x4  | {0, 0, 0, X0, Y0, X1, X2, Y1}
phoenix          | bpe  8| sw  6|  32x16 | {0, 0, 0, X0, Y0, X1, X2, Y1, Y2, X3, Y3, X4}
phoenix          | bpe  8| sw 10| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, Y2, X3, Y3, X4, Y4, X5, Y5, X6}
phoenix          | bpe  8| sw 18| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X4^Y2, X3^Y3, Y3, X4, Y4, X5, Y5, X6}
phoenix          | bpe  8| sw 22|  32x16 | {0, 0, 0, X0, Y0, X1, X2, Y1, X4^Y2, X3^Y3, Y3, X4}
phoenix          | bpe  8| sw 24| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X6^Y4, X4^Y4, Y2, X3, Y3, X5, X6, X5^Y5}
phoenix          | bpe  8| sw 26| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X4^Y2, X3^Y3, Y3, X4, Y4, X5, Y5, X6}
phoenix          | bpe  8| sw 27| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X6^Y4, X4^Y4, Y2, X3, Y3, X5, X6, X5^Y5}
phoenix          | bpe  8| sw 28| 256x128| {0, 0, 0, X0, Y0, X1, X2, Y1, X6^Y4^Y6, X4^Y4, Y2, X3, Y3, X5, X6, X7^Y6, X7, X5^Y5}
phoenix          | bpe  8| sw 30| 256x128| {0, 0, 0, X0, Y0, X1, X2, Y1, X4^Y2, X3^Y3, Y3, X4, Y4, X5, Y5, X6, Y6, X7}
phoenix          | bpe  8| sw 31| 256x128| {0, 0, 0, X0, Y0, X1, X2, Y1, X6^Y4^Y6, X4^Y4, Y2, X3, Y3, X5, X6, X7^Y6, X7, X5^Y5}
phoenix          | bpe 16| sw  0|  16x1  | {0, 0, 0, 0, X0, X1, X2, X3}
phoenix          | bpe 16| sw  2|   4x4  | {0, 0, 0, 0, X0, Y0, X1, Y1}
phoenix          | bpe 16| sw  6|  16x16 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y2, X2, Y3, X3}
phoenix          | bpe 16| sw 10|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y2, X2, Y3, X3, Y4, X4, Y5, X5}
phoenix          | bpe 16| sw 18|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, X3^Y2, X2^Y3, Y3, X3, Y4, X4, Y5, X5}
phoenix          | bpe 16| sw 22|  16x16 | {0, 0, 0, 0, X0, Y0, X1, Y1, X3^Y2, X2^Y3, Y3, X3}
phoenix          | bpe 16| sw 26|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, X3^Y2, X2^Y3, Y3, X3, Y4, X4, Y5, X5}
phoenix          | bpe 16| sw 27|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y4, X4^Y4, X2, Y2, X3, Y3, X5, X5^Y5}
phoenix          | bpe 16| sw 30| 128x128| {0, 0, 0, 0, X0, Y0, X1, Y1, X3^Y2, X2^Y3, Y3, X3, Y4, X4, Y5, X5, Y6, X6}
phoenix          | bpe 16| sw 31| 128x128| {0, 0, 0, 0, X0, Y0, X1, Y1, X6^Y4^Y6, X4^Y4, X2, Y2, X3, Y3, X5, X6^Y6, Y6, X5^Y5}
strix1           | bpe  1| sw  0| 256x1  | {X0, X1, X2, X3, X4, X5, X6, X7}
strix1           | bpe  1| sw  2|  16x16 | {X0, X1, Y0, X2, Y1, Y2, X3, Y3}
strix1           | bpe  1| sw  6|  64x64 | {X0, X1, Y0, X2, Y1, Y2, X3, Y3, Y4, X4, Y5, X5}
strix1           | bpe  1| sw 10| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, Y4, X4, Y5, X5, Y6, X6, Y7, X7}
strix1           | bpe  1| sw 18| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X5^Y4, X4^Y5, Y5, X5, Y6, X6, Y7, X7}
strix1           | bpe  1| sw 22|  64x64 | {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X5^Y4, X4^Y5, Y5, X5}
strix1           | bpe  1| sw 24| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X6^Y4^Y6, X4^Y4, X5, X6, Y6, X7, Y7, X5^Y5}
strix1           | bpe  1| sw 26| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X5^Y4, X4^Y5, Y5, X5, Y6, X6, Y7, X7}
strix1           | bpe  1| sw 27| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X6^Y4^Y6, X4^Y4, X5, X6, Y6, X7, Y7, X5^Y5}
strix1           | bpe  1| sw 28| 512x512| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X6^Y4^Y6, X4^Y4, X5, X6, Y6, X7, Y7, X8^Y8, Y8, X5^Y5}
strix1           | bpe  1| sw 30| 512x512| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X5^Y4, X4^Y5, Y5, X5, Y6, X6, Y7, X7, Y8, X8}
strix1           | bpe  1| sw 31| 512x512| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, X6^Y4^Y6, X4^Y4, X5, X6, Y6, X7, Y7, X8^Y8, Y8, X5^Y5}
strix1           | bpe  2| sw  0| 128x1  | {0, X0, X1, X2, X3, X4, X5, X6}
strix1           | bpe  2| sw  2|  16x8  | {0, X0, Y0, X1, Y1, X2, Y2, X3}
strix1           | bpe  2| sw  6|  64x32 | {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5}
strix1           | bpe  2| sw 10| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5, X6, Y6, X7}
strix1           | bpe  2| sw 18| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X5^Y3, X4^Y4, Y4, X5, Y5, X6, Y6, X7}
strix1           | bpe  2| sw 22|  64x32 | {0, X0, Y0, X1, Y1, X2, Y2, X3, X5^Y3, X4^Y4, Y4, X5}
strix1           | bpe  2| sw 24| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y4^Y6, X4^Y4, Y3, X5, X6, Y6, X7, X5^Y5}
strix1           | bpe  2| sw 26| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X5^Y3, X4^Y4, Y4, X5, Y5, X6, Y6, X7}
strix1           | bpe  2| sw 27| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y4^Y6, X4^Y4, Y3, X5, X6, Y6, X7, X5^Y5}
strix1           | bpe  2| sw 28| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y4^Y6, X4^Y4, Y3, X5, X6, Y6, X7, X8^Y7, X8, X5^Y5}
strix1           | bpe  2| sw 30| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, X5^Y3, X4^Y4, Y4, X5, Y5, X6, Y6, X7, Y7, X8}
strix1           | bpe  2| sw 31| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, X6^Y4^Y6, X4^Y4, Y3, X5, X6, Y6, X7, X8^Y7, X8, X5^Y5}
strix1           | bpe  4| sw  0|  64x1  | {0, 0, X0, X1, X2, X3, X4, X5}
strix1           | bpe  4| sw  2|   8x8  | {0, 0, X0, Y0, X1, Y1, X2, Y2}
strix1           | bpe  4| sw  6|  32x32 | {0, 0, X0, Y0, X1, Y1, X2, Y2, Y3, X3, Y4, X4}
strix1           | bpe  4| sw 10| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, Y3, X3, Y4, X4, Y5, X5, Y6, X6}
strix1           | bpe  4| sw 18| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X4^Y3, X3^Y4, Y4, X4, Y5, X5, Y6, X6}
strix1           | bpe  4| sw 22|  32x32 | {0, 0, X0, Y0, X1, Y1, X2, Y2, X4^Y3, X3^Y4, Y4, X4}
strix1           | bpe  4| sw 24| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X6^Y4^Y6, X4^Y4, X3, Y3, X5, X6, Y6, X5^Y5}
strix1           | bpe  4| sw 26| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X4^Y3, X3^Y4, Y4, X4, Y5, X5, Y6, X6}
strix1           | bpe  4| sw 27| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, X6^Y4^Y6, X4^Y4, X3, Y3, X5, X6, Y6, X5^Y5}
strix1           | bpe  4| sw 28| 256x256| {0, 0, X0, Y0, X1, Y1, X2, Y2, X6^Y4^Y6, X4^Y4, X3, Y3, X5, X6, Y6, X7^Y7, Y7, X5^Y5}
strix1           | bpe  4| sw 30| 256x256| {0, 0, X0, Y0, X1, Y1, X2, Y2, X4^Y3, X3^Y4, Y4, X4, Y5, X5, Y6, X6, Y7, X7}
strix1           | bpe  4| sw 31| 256x256| {0, 0, X0, Y0, X1, Y1, X2, Y2, X6^Y4^Y6, X4^Y4, X3, Y3, X5, X6, Y6, X7^Y7, Y7, X5^Y5}
strix1           | bpe  8| sw  0|  32x1  | {0, 0, 0, X0, X1, X2, X3, X4}
strix1           | bpe  8| sw  2|   8x4  | {0, 0, 0, X0, Y0, X1, X2, Y1}
strix1           | bpe  8| sw  6|  32x16 | {0, 0, 0, X0, Y0, X1, X2, Y1, Y2, X3, Y3, X4}
strix1           | bpe  8| sw 10| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, Y2, X3, Y3, X4, Y4, X5, Y5, X6}
strix1           | bpe  8| sw 18| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X4^Y2, X3^Y3, Y3, X4, Y4, X5, Y5, X6}
strix1           | bpe  8| sw 22|  32x16 | {0, 0, 0, X0, Y0, X1, X2, Y1, X4^Y2, X3^Y3, Y3, X4}
strix1           | bpe  8| sw 24| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X6^Y4, X4^Y4, Y2, X3, Y3, X5, X6, X5^Y5}
strix1           | bpe  8| sw 26| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X4^Y2, X3^Y3, Y3, X4, Y4, X5, Y5, X6}
strix1           | bpe  8| sw 27| 128x64 | {0, 0, 0, X0, Y0, X1, X2, Y1, X6^Y4, X4^Y4, Y2, X3, Y3, X5, X6, X5^Y5}
strix1           | bpe  8| sw 28| 256x128| {0, 0, 0, X0, Y0, X1, X2, Y1, X6^Y4^Y6, X4^Y4, Y2, X3, Y3, X5, X6, X7^Y6, X7, X5^Y5}
strix1           | bpe  8| sw 30| 256x128| {0, 0, 0, X0, Y0, X1, X2, Y1, X4^Y2, X3^Y3, Y3, X4, Y4, X5, Y5, X6, Y6, X7}
strix1           | bpe  8| sw 31| 256x128| {0, 0, 0, X0, Y0, X1, X2, Y1, X6^Y4^Y6, X4^Y4, Y2, X3, Y3, X5, X6, X7^Y6, X7, X5^Y5}
strix1           | bpe 16| sw  0|  16x1  | {0, 0, 0, 0, X0, X1, X2, X3}
strix1           | bpe 16| sw  2|   4x4  | {0, 0, 0, 0, X0, Y0, X1, Y1}
strix1           | bpe 16| sw  6|  16x16 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y2, X2, Y3, X3}
strix1           | bpe 16| sw 10|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y2, X2, Y3, X3, Y4, X4, Y5, X5}
strix1           | bpe 16| sw 18|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, X3^Y2, X2^Y3, Y3, X3, Y4, X4, Y5, X5}
strix1           | bpe 16| sw 22|  16x16 | {0, 0, 0, 0, X0, Y0, X1, Y1, X3^Y2, X2^Y3, Y3, X3}
strix1           | bpe 16| sw 26|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, X3^Y2, X2^Y3, Y3, X3, Y4, X4, Y5, X5}
strix1           | bpe 16| sw 27|  64x64 | {0, 0, 0, 0, X0, Y0, X1, Y1, Y4, X4^Y4, X2, Y2, X3, Y3, X5, X5^Y5}
strix1           | bpe 16| sw 30| 128x128| {0, 0, 0, 0, X0, Y0, X1, Y1, X3^Y2, X2^Y3, Y3, X3, Y4, X4, Y5, X5, Y6, X6}
strix1           | bpe 16| sw 31| 128x128| {0, 0, 0, 0, X0, Y0, X1, Y1, X6^Y4^Y6, X4^Y4, X2, Y2, X3, Y3, X5, X6^Y6, Y6, X5^Y5}
gfx1201          | bpe  1| sw  0| 256x1  | {X0, X1, X2, X3, X4, X5, X6, X7}
gfx1201          | bpe  1| sw  1|  16x16 | {X0, X1, Y0, X2, Y1, Y2, X3, Y3}
gfx1201          | bpe  1| sw  2|  64x64 | {X0, X1, Y0, X2, Y1, Y2, X3, Y3, Y4, X4, Y5, X5}
gfx1201          | bpe  1| sw  3| 256x256| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, Y4, X4, Y5, X5, Y6, X6, Y7, X7}
gfx1201          | bpe  1| sw  4| 512x512| {X0, X1, Y0, X2, Y1, Y2, X3, Y3, Y4, X4, Y5, X5, Y6, X6, Y7, X7, Y8, X8}
gfx1201          | bpe  2| sw  0| 128x1  | {0, X0, X1, X2, X3, X4, X5, X6}
gfx1201          | bpe  2| sw  1|  16x8  | {0, X0, Y0, X1, Y1, X2, Y2, X3}
gfx1201          | bpe  2| sw  2|  64x32 | {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5}
gfx1201          | bpe  2| sw  3| 256x128| {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5, X6, Y6, X7}
gfx1201          | bpe  2| sw  4| 512x256| {0, X0, Y0, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5, X6, Y6, X7, Y7, X8}
gfx1201          | bpe  4| sw  0|  64x1  | {0, 0, X0, X1, X2, X3, X4, X5}
gfx1201          | bpe  4| sw  1|   8x8  | {0, 0, X0, Y0, X1, Y1, X2, Y2}
gfx1201          | bpe  4| sw  2|  32x32 | {0, 0, X0, Y0, X1, Y1, X2, Y2, Y3, X3, Y4, X4}
gfx1201          | bpe  4| sw  3| 128x128| {0, 0, X0, Y0, X1, Y1, X2, Y2, Y3, X3, Y4, X4, Y5, X5, Y6, X6}
